id,time,x,y,z,pulse
582,18698.0,-0.05,0.07,0.59,335.0
583,18731.0,-0.05,0.07,0.59,333.0
584,18762.0,-0.06,0.06,0.58,332.0
585,18795.0,-0.05,0.06,0.56,328.0
586,18827.0,-0.06,0.06,0.58,328.0
587,18860.0,-0.06,0.06,0.58,332.0
588,18891.0,-0.07,0.05,0.59,335.0
589,18924.0,-0.08,0.06,0.59,335.0
590,18956.0,-0.06,0.05,0.59,335.0
591,18989.0,-0.06,0.08,0.59,334.0
592,19020.0,-0.04,0.07,0.57,331.0
593,19053.0,-0.03,0.07,0.59,334.0
594,19085.0,-0.04,0.08,0.6,334.0
595,19118.0,-0.05,0.05,0.57,332.0
596,19149.0,-0.05,0.06,0.59,331.0
597,19182.0,-0.05,0.07,0.58,331.0
598,19214.0,-0.05,0.06,0.59,332.0
599,19247.0,-0.06,0.05,0.59,333.0
600,19278.0,-0.06,0.06,0.58,332.0
601,19311.0,-0.06,0.06,0.58,332.0
602,19343.0,-0.06,0.05,0.57,333.0
603,19376.0,-0.05,0.04,0.57,332.0
604,19407.0,-0.06,0.05,0.58,334.0
605,19440.0,-0.06,0.05,0.59,336.0
606,19472.0,-0.06,0.06,0.57,335.0
607,19505.0,-0.04,0.07,0.58,334.0
608,19537.0,-0.04,0.06,0.58,330.0
609,19569.0,-0.03,0.08,0.59,331.0
610,19602.0,-0.05,0.08,0.59,332.0
611,19634.0,-0.05,0.07,0.59,334.0
612,19666.0,-0.04,0.08,0.6,332.0
613,19698.0,-0.05,0.06,0.59,332.0
614,19731.0,-0.04,0.06,0.57,332.0
615,19763.0,-0.06,0.07,0.58,333.0
616,19795.0,-0.07,0.06,0.58,333.0
617,19827.0,-0.06,0.06,0.57,334.0
618,19860.0,-0.06,0.05,0.57,331.0
619,19892.0,-0.07,0.05,0.58,331.0
620,19924.0,-0.07,0.03,0.57,333.0
621,19956.0,-0.06,0.05,0.57,335.0
622,19989.0,-0.06,0.05,0.57,334.0
623,20021.0,-0.04,0.08,0.59,331.0
624,20054.0,-0.04,0.07,0.58,332.0
625,20085.0,-0.03,0.07,0.58,332.0
626,20118.0,-0.05,0.07,0.59,335.0
627,20150.0,-0.04,0.07,0.6,335.0
628,20183.0,-0.05,0.06,0.59,334.0
629,20214.0,-0.06,0.06,0.58,334.0
630,20247.0,-0.05,0.06,0.59,332.0
631,20279.0,-0.05,0.06,0.58,330.0
632,20312.0,-0.06,0.06,0.58,333.0
633,20343.0,-0.06,0.06,0.59,334.0
634,20376.0,-0.06,0.05,0.59,334.0
635,20408.0,-0.07,0.05,0.58,333.0
636,20441.0,-0.07,0.05,0.58,332.0
637,20472.0,-0.06,0.05,0.6,332.0
638,20505.0,-0.05,0.07,0.57,334.0
639,20537.0,-0.05,0.07,0.58,333.0
640,20570.0,-0.04,0.08,0.58,333.0
641,20601.0,-0.04,0.08,0.58,331.0
642,20634.0,-0.05,0.07,0.58,332.0
643,20666.0,-0.05,0.08,0.58,335.0
644,20699.0,-0.06,0.07,0.59,335.0
645,20730.0,-0.04,0.08,0.59,333.0
646,20763.0,-0.05,0.06,0.59,332.0
647,20795.0,-0.05,0.08,0.59,333.0
648,20828.0,-0.06,0.06,0.56,333.0
649,20859.0,-0.06,0.04,0.58,333.0
650,20892.0,-0.07,0.05,0.58,333.0
651,20924.0,-0.07,0.06,0.59,332.0
652,20957.0,-0.06,0.06,0.59,332.0
653,20988.0,-0.06,0.06,0.58,333.0
654,21021.0,-0.06,0.07,0.59,334.0
655,21053.0,-0.04,0.08,0.59,334.0
656,21086.0,-0.04,0.08,0.6,333.0
657,21118.0,-0.04,0.08,0.58,331.0
658,21150.0,-0.04,0.08,0.59,331.0
659,21183.0,-0.05,0.07,0.58,332.0
660,21215.0,-0.05,0.07,0.59,334.0
661,21248.0,-0.04,0.07,0.59,334.0
662,21279.0,-0.06,0.08,0.59,332.0
663,21312.0,-0.06,0.06,0.59,330.0
664,21344.0,-0.05,0.06,0.58,333.0
665,21377.0,-0.06,0.04,0.57,336.0
666,21408.0,-0.06,0.05,0.56,336.0
667,21441.0,-0.07,0.03,0.57,335.0
668,21473.0,-0.07,0.05,0.58,332.0
669,21506.0,-0.05,0.07,0.58,332.0
670,21537.0,-0.05,0.05,0.59,334.0
671,21570.0,-0.04,0.08,0.59,334.0
672,21602.0,-0.03,0.08,0.59,334.0
673,21635.0,-0.04,0.06,0.59,333.0
674,21666.0,-0.05,0.07,0.59,333.0
675,21699.0,-0.05,0.07,0.59,333.0
676,21731.0,-0.05,0.05,0.57,332.0
677,21764.0,-0.05,0.07,0.59,333.0
678,21795.0,-0.06,0.07,0.58,334.0
679,21828.0,-0.06,0.07,0.59,332.0
680,21860.0,-0.06,0.05,0.59,331.0
681,21893.0,-0.07,0.05,0.58,330.0
682,21924.0,-0.05,0.05,0.57,331.0
683,21957.0,-0.06,0.05,0.59,334.0
684,21989.0,-0.07,0.05,0.56,335.0
685,22022.0,-0.06,0.07,0.58,334.0
686,22053.0,-0.05,0.08,0.61,333.0
687,22086.0,-0.04,0.08,0.58,334.0
688,22118.0,-0.04,0.08,0.58,333.0
689,22151.0,-0.05,0.08,0.59,332.0
690,22182.0,-0.05,0.07,0.58,331.0
691,22215.0,-0.05,0.08,0.6,335.0
692,22247.0,-0.05,0.07,0.59,339.0
693,22280.0,-0.05,0.07,0.58,337.0
694,22311.0,-0.05,0.06,0.58,335.0
695,22344.0,-0.07,0.04,0.57,329.0
696,22376.0,-0.06,0.07,0.59,327.0
697,22409.0,-0.07,0.06,0.58,331.0
698,22440.0,-0.06,0.06,0.58,332.0
699,22473.0,-0.06,0.06,0.59,334.0
700,22505.0,-0.06,0.05,0.57,332.0
701,22538.0,-0.06,0.07,0.59,333.0
702,22569.0,-0.05,0.07,0.6,332.0
703,22602.0,-0.04,0.08,0.58,331.0
704,22634.0,-0.04,0.08,0.58,332.0
705,22667.0,-0.05,0.07,0.59,334.0
706,22699.0,-0.04,0.07,0.58,334.0
707,22731.0,-0.06,0.07,0.58,333.0
708,22763.0,-0.05,0.08,0.6,333.0
709,22796.0,-0.06,0.07,0.59,332.0
710,22829.0,-0.05,0.07,0.59,332.0
711,22860.0,-0.06,0.05,0.59,333.0
712,22893.0,-0.06,0.07,0.59,333.0
713,22925.0,-0.07,0.06,0.58,333.0
714,22958.0,-0.06,0.06,0.57,332.0
715,22989.0,-0.07,0.05,0.57,333.0
716,23022.0,-0.06,0.05,0.57,331.0
717,23054.0,-0.06,0.05,0.58,332.0
718,23087.0,-0.04,0.07,0.58,331.0
719,23118.0,-0.04,0.08,0.59,331.0
720,23151.0,-0.05,0.07,0.57,335.0
721,23183.0,-0.05,0.06,0.59,336.0
722,23216.0,-0.05,0.06,0.57,336.0
723,23247.0,-0.05,0.07,0.56,334.0
724,23280.0,-0.05,0.06,0.57,332.0
725,23312.0,-0.06,0.07,0.58,332.0
726,23345.0,-0.07,0.06,0.57,333.0
727,23376.0,-0.07,0.06,0.58,333.0
728,23409.0,-0.06,0.04,0.58,333.0
729,23441.0,-0.07,0.06,0.57,332.0
730,23474.0,-0.06,0.06,0.58,333.0
731,23505.0,-0.06,0.06,0.57,333.0
732,23538.0,-0.06,0.06,0.58,334.0
733,23570.0,-0.04,0.07,0.58,336.0
734,23603.0,-0.05,0.07,0.58,334.0
735,23634.0,-0.03,0.11,0.64,331.0
736,23667.0,-0.08,0.24,0.77,332.0
737,23699.0,0.02,-0.06,0.56,330.0
738,23732.0,-0.08,0.09,0.64,334.0
739,23763.0,-0.04,0.02,0.56,335.0
740,23796.0,-0.06,0.12,0.61,334.0
741,23828.0,-0.04,0.02,0.56,331.0
742,23861.0,-0.07,0.08,0.6,332.0
743,23892.0,-0.05,0.04,0.56,331.0
744,23925.0,-0.07,0.08,0.58,332.0
745,23957.0,-0.06,0.04,0.57,334.0
746,23990.0,-0.06,0.06,0.6,333.0
747,24022.0,-0.06,0.05,0.57,331.0
748,24054.0,-0.04,0.06,0.58,333.0
749,24086.0,-0.04,0.06,0.57,334.0
750,24119.0,-0.04,0.09,0.6,333.0
751,24151.0,-0.03,0.08,0.59,331.0
752,24183.0,-0.05,0.09,0.59,331.0
753,24216.0,-0.04,0.07,0.58,332.0
754,24248.0,-0.04,0.07,0.6,332.0
755,24281.0,-0.05,0.07,0.59,333.0
756,24312.0,-0.04,0.07,0.59,331.0
757,24345.0,-0.05,0.07,0.58,331.0
758,24377.0,-0.05,0.05,0.58,333.0
759,24410.0,-0.06,0.05,0.58,335.0
760,24441.0,-0.06,0.05,0.56,335.0
761,24474.0,-0.05,0.06,0.58,335.0
762,24506.0,-0.05,0.06,0.58,331.0
763,24539.0,-0.06,0.06,0.58,332.0
764,24570.0,-0.04,0.06,0.59,331.0
765,24603.0,-0.05,0.06,0.58,331.0
766,24635.0,-0.04,0.08,0.59,334.0
767,24668.0,-0.04,0.07,0.57,334.0
768,24699.0,-0.05,0.06,0.58,332.0
769,24732.0,-0.05,0.06,0.58,332.0
770,24764.0,-0.05,0.07,0.57,333.0
771,24797.0,-0.05,0.06,0.59,335.0
772,24828.0,-0.05,0.06,0.58,334.0
773,24861.0,-0.05,0.06,0.59,332.0
774,24893.0,-0.06,0.05,0.57,332.0
775,24926.0,-0.05,0.05,0.57,332.0
776,24957.0,-0.07,0.04,0.58,334.0
777,24990.0,-0.07,0.05,0.59,335.0
778,25022.0,-0.07,0.05,0.58,334.0
779,25055.0,-0.06,0.06,0.58,333.0
780,25086.0,-0.05,0.07,0.57,330.0
781,25119.0,-0.05,0.07,0.59,332.0
782,25151.0,-0.04,0.07,0.58,334.0
783,25184.0,-0.04,0.07,0.58,332.0
784,25216.0,-0.06,0.07,0.6,333.0
785,25248.0,-0.04,0.07,0.6,332.0
786,25280.0,-0.05,0.06,0.57,333.0
787,25313.0,-0.05,0.06,0.59,335.0
788,25345.0,-0.05,0.07,0.58,335.0
789,25377.0,-0.05,0.06,0.58,335.0
790,25409.0,-0.06,0.07,0.58,334.0
791,25442.0,-0.05,0.06,0.58,332.0
792,25474.0,-0.06,0.05,0.57,332.0
793,25506.0,-0.06,0.05,0.58,333.0
794,25538.0,-0.07,0.05,0.58,334.0
795,25571.0,-0.06,0.07,0.59,332.0
796,25603.0,-0.05,0.07,0.58,331.0
797,25635.0,-0.04,0.08,0.59,333.0
798,25667.0,-0.03,0.08,0.59,333.0
799,25700.0,-0.04,0.08,0.59,334.0
800,25733.0,-0.05,0.06,0.58,333.0
801,25764.0,-0.05,0.06,0.58,331.0
802,25797.0,-0.05,0.06,0.58,332.0
803,25829.0,-0.05,0.07,0.59,334.0
804,25862.0,-0.06,0.07,0.59,336.0
805,25893.0,-0.05,0.05,0.58,334.0
806,25926.0,-0.06,0.05,0.58,331.0
807,25958.0,-0.06,0.04,0.57,329.0
808,25991.0,-0.06,0.05,0.58,331.0
809,26022.0,-0.07,0.06,0.58,334.0
810,26055.0,-0.07,0.04,0.59,336.0
811,26087.0,-0.05,0.06,0.58,335.0
812,26120.0,-0.05,0.07,0.59,333.0
813,26151.0,-0.05,0.08,0.59,334.0
814,26184.0,-0.04,0.07,0.59,336.0
815,26216.0,-0.05,0.08,0.59,334.0
816,26249.0,-0.05,0.07,0.59,335.0
817,26280.0,-0.06,0.07,0.56,333.0
818,26313.0,-0.05,0.07,0.57,331.0
819,26345.0,-0.04,0.07,0.58,331.0
820,26378.0,-0.06,0.07,0.59,332.0
821,26409.0,-0.06,0.06,0.58,333.0
822,26442.0,-0.06,0.06,0.58,333.0
823,26474.0,-0.07,0.05,0.58,332.0
824,26507.0,-0.07,0.05,0.58,333.0
825,26539.0,-0.07,0.05,0.57,333.0
826,26571.0,-0.06,0.04,0.57,334.0
827,26603.0,-0.07,0.07,0.58,334.0
828,26636.0,-0.04,-0.1,0.47,333.0
829,26668.0,-0.1,0.06,0.52,332.0
830,26700.0,-0.01,0.09,0.55,335.0
831,26732.0,-0.0,0.08,0.56,332.0
832,26765.0,-0.05,0.06,0.57,332.0
833,26797.0,-0.06,0.07,0.59,330.0
834,26829.0,-0.06,0.06,0.58,332.0
835,26861.0,-0.05,0.08,0.59,332.0
836,26894.0,-0.05,0.06,0.58,331.0
837,26926.0,-0.05,0.06,0.58,335.0
838,26958.0,-0.06,0.05,0.57,335.0
839,26990.0,-0.06,0.07,0.59,335.0
840,27023.0,-0.07,0.05,0.57,333.0
841,27055.0,-0.05,0.08,0.59,333.0
842,27087.0,-0.06,0.05,0.58,333.0
843,27119.0,-0.05,0.06,0.59,334.0
844,27152.0,-0.03,0.07,0.59,331.0
845,27184.0,-0.04,0.08,0.59,331.0
846,27216.0,-0.03,0.09,0.59,330.0
847,27249.0,-0.04,0.08,0.6,333.0
848,27281.0,-0.05,0.06,0.59,334.0
849,27314.0,-0.05,0.06,0.57,334.0
850,27345.0,-0.06,0.07,0.58,333.0
851,27378.0,-0.05,0.05,0.58,333.0
852,27410.0,-0.05,0.07,0.59,333.0
853,27443.0,-0.06,0.05,0.59,334.0
854,27474.0,-0.07,0.05,0.58,334.0
855,27507.0,-0.07,0.03,0.57,334.0
856,27539.0,-0.07,0.06,0.57,332.0
857,27572.0,-0.06,0.03,0.58,332.0
858,27603.0,-0.05,0.04,0.58,333.0
859,27636.0,-0.05,0.07,0.59,334.0
860,27668.0,-0.05,0.07,0.6,334.0
861,27701.0,-0.05,0.08,0.59,332.0
862,27732.0,-0.04,0.08,0.59,331.0
863,27765.0,-0.05,0.08,0.58,329.0
864,27797.0,-0.06,0.06,0.58,331.0
865,27830.0,-0.05,0.06,0.57,333.0
866,27862.0,-0.05,0.06,0.58,333.0
867,27894.0,-0.05,0.06,0.56,332.0
868,27926.0,-0.06,0.05,0.56,333.0
869,27959.0,-0.06,0.04,0.58,331.0
870,27991.0,-0.06,0.05,0.57,333.0
871,28023.0,-0.06,0.04,0.58,334.0
872,28055.0,-0.06,0.06,0.56,335.0
873,28088.0,-0.06,0.05,0.56,331.0
874,28120.0,-0.06,0.07,0.59,332.0
875,28152.0,-0.05,0.07,0.58,334.0
876,28184.0,-0.05,0.08,0.58,333.0
877,28217.0,-0.05,0.07,0.59,331.0
878,28249.0,-0.05,0.08,0.58,330.0
879,28281.0,-0.05,0.08,0.59,330.0
880,28313.0,-0.04,0.07,0.57,332.0
881,28346.0,-0.05,0.08,0.59,334.0
882,28378.0,-0.05,0.07,0.57,333.0
883,28410.0,-0.05,0.08,0.59,334.0
884,28442.0,-0.04,0.06,0.58,335.0
885,28475.0,-0.06,0.05,0.57,334.0
886,28507.0,-0.06,0.05,0.56,334.0
887,28539.0,-0.07,0.06,0.58,334.0
888,28571.0,-0.07,0.04,0.58,332.0
889,28604.0,-0.06,0.06,0.57,331.0
890,28636.0,-0.06,0.05,0.59,332.0
891,28668.0,-0.04,0.08,0.6,331.0
892,28700.0,-0.05,0.08,0.59,332.0
893,28733.0,-0.04,0.08,0.59,334.0
894,28765.0,-0.03,0.07,0.57,334.0
895,28797.0,-0.04,0.08,0.59,331.0
896,28830.0,-0.05,0.07,0.58,330.0
897,28862.0,-0.04,0.08,0.59,332.0
898,28895.0,-0.04,0.08,0.59,334.0
899,28926.0,-0.06,0.06,0.59,332.0
900,28959.0,-0.07,0.05,0.58,332.0
901,28991.0,-0.06,0.06,0.58,333.0
902,29024.0,-0.06,0.06,0.57,333.0
903,29056.0,-0.05,0.05,0.57,335.0
904,29088.0,-0.06,0.05,0.57,335.0
905,29120.0,-0.06,0.07,0.6,332.0
906,29153.0,-0.05,0.05,0.57,330.0
907,29185.0,-0.06,0.06,0.58,331.0
908,29217.0,-0.05,0.08,0.58,333.0
909,29249.0,-0.05,0.07,0.59,332.0
910,29282.0,-0.04,0.08,0.59,331.0
911,29314.0,-0.05,0.08,0.58,332.0
912,29346.0,-0.05,0.08,0.59,334.0
913,29378.0,-0.05,0.08,0.59,335.0
914,29411.0,-0.05,0.08,0.59,336.0
915,29443.0,-0.05,0.05,0.58,334.0
916,29475.0,-0.06,0.05,0.57,332.0
917,29507.0,-0.05,0.04,0.57,330.0
918,29540.0,-0.07,0.04,0.57,331.0
919,29572.0,-0.07,0.05,0.58,332.0
920,29604.0,-0.06,0.06,0.59,333.0
921,29636.0,-0.06,0.06,0.57,333.0
922,29669.0,-0.06,0.05,0.56,333.0
923,29701.0,-0.04,0.07,0.57,332.0
924,29733.0,-0.04,0.07,0.58,333.0
925,29765.0,-0.04,0.08,0.59,334.0
926,29798.0,-0.05,0.07,0.58,333.0
927,29830.0,-0.06,0.06,0.57,331.0
928,29862.0,-0.05,0.06,0.58,331.0
929,29894.0,-0.06,0.06,0.57,332.0
930,29927.0,-0.04,0.07,0.58,333.0
931,29959.0,-0.06,0.07,0.57,334.0
932,29991.0,-0.06,0.06,0.58,334.0
933,30023.0,-0.07,0.06,0.58,332.0
934,30056.0,-0.07,0.05,0.56,333.0
935,30088.0,-0.06,0.05,0.58,333.0
936,30120.0,-0.06,0.04,0.57,333.0
937,30152.0,-0.06,0.06,0.6,334.0
938,30185.0,-0.05,0.06,0.59,333.0
939,30217.0,-0.05,0.07,0.59,334.0
940,30249.0,-0.05,0.08,0.59,331.0
941,30281.0,-0.04,0.08,0.59,331.0
942,30314.0,-0.04,0.07,0.59,333.0
943,30347.0,-0.05,0.08,0.59,333.0
944,30379.0,-0.06,0.05,0.57,332.0
945,30411.0,-0.04,0.07,0.59,332.0
946,30443.0,-0.05,0.07,0.58,332.0
947,30476.0,-0.04,0.06,0.57,333.0
948,30508.0,-0.06,0.06,0.58,333.0
949,30540.0,-0.06,0.06,0.58,332.0
950,30572.0,-0.06,0.05,0.58,332.0
951,30605.0,-0.06,0.06,0.58,333.0
952,30637.0,-0.07,0.06,0.58,332.0
953,30669.0,-0.06,0.06,0.59,335.0
954,30701.0,-0.05,0.07,0.6,334.0
955,30734.0,-0.05,0.08,0.57,332.0
956,30766.0,-0.04,0.06,0.59,332.0
957,30798.0,-0.03,0.08,0.58,333.0
958,30830.0,-0.05,0.06,0.57,333.0
959,30863.0,-0.05,0.07,0.58,334.0
960,30895.0,-0.05,0.05,0.58,333.0
961,30927.0,-0.05,0.07,0.57,333.0
962,30959.0,-0.05,0.07,0.59,333.0
963,30992.0,-0.06,0.07,0.6,334.0
964,31024.0,-0.06,0.06,0.58,334.0
965,31056.0,-0.05,0.05,0.57,332.0
966,31088.0,-0.06,0.05,0.57,332.0
967,31121.0,-0.07,0.05,0.57,333.0
968,31153.0,-0.06,0.04,0.57,334.0
969,31185.0,-0.06,0.06,0.59,336.0
970,31217.0,-0.05,0.06,0.59,335.0
971,31250.0,-0.03,0.08,0.59,332.0
972,31282.0,-0.03,0.07,0.58,332.0
973,31314.0,-0.05,0.07,0.58,332.0
974,31346.0,-0.06,0.08,0.58,334.0
975,31379.0,-0.04,0.08,0.58,333.0
976,31411.0,-0.05,0.06,0.58,334.0
977,31443.0,-0.05,0.07,0.59,334.0
978,31475.0,-0.05,0.07,0.57,334.0
979,31508.0,-0.06,0.05,0.56,332.0
980,31540.0,-0.06,0.05,0.58,333.0
981,31572.0,-0.07,0.07,0.59,332.0
982,31604.0,-0.06,0.05,0.57,332.0
983,31637.0,-0.05,0.04,0.58,331.0
984,31669.0,-0.06,0.06,0.57,332.0
985,31702.0,-0.06,0.06,0.58,333.0
986,31733.0,-0.06,0.08,0.58,333.0
987,31766.0,-0.04,0.08,0.58,333.0
988,31798.0,-0.04,0.07,0.58,331.0
989,31831.0,-0.06,0.08,0.59,332.0
990,31863.0,-0.05,0.07,0.59,335.0
991,31895.0,-0.06,0.07,0.58,335.0
992,31928.0,-0.05,0.08,0.6,334.0
993,31960.0,-0.06,0.06,0.59,333.0
994,31992.0,-0.06,0.07,0.58,331.0
995,32024.0,-0.06,0.05,0.58,331.0
996,32057.0,-0.05,0.06,0.58,332.0
997,32089.0,-0.06,0.04,0.57,334.0
998,32121.0,-0.07,0.05,0.58,333.0
999,32153.0,-0.07,0.05,0.57,332.0
1000,32186.0,-0.07,0.06,0.59,331.0
1001,32218.0,-0.06,0.05,0.57,333.0
1002,32250.0,-0.04,0.06,0.58,335.0
1003,32282.0,-0.05,0.08,0.59,333.0
1004,32315.0,-0.04,0.07,0.59,332.0
1005,32347.0,-0.05,0.07,0.59,332.0
1006,32379.0,-0.04,0.07,0.58,333.0
1007,32411.0,-0.05,0.07,0.58,335.0
1008,32444.0,-0.06,0.08,0.6,336.0
1009,32476.0,-0.05,0.06,0.58,335.0
1010,32508.0,-0.05,0.07,0.58,333.0
1011,32540.0,-0.06,0.07,0.59,334.0
1012,32573.0,-0.07,0.04,0.57,334.0
1013,32605.0,-0.06,0.05,0.57,333.0
1014,32637.0,-0.07,0.05,0.58,332.0
1015,32669.0,-0.06,0.05,0.58,332.0
1016,32702.0,-0.05,0.06,0.58,332.0
1017,32734.0,-0.05,0.06,0.58,332.0
1018,32766.0,-0.05,0.07,0.58,333.0
1019,32798.0,-0.03,0.07,0.58,333.0
1020,32831.0,-0.04,0.08,0.59,333.0
1021,32863.0,-0.04,0.08,0.58,330.0
1022,32896.0,-0.05,0.06,0.58,332.0
1023,32927.0,-0.06,0.07,0.59,334.0
1024,32960.0,-0.05,0.06,0.57,333.0
1025,32992.0,-0.06,0.08,0.58,334.0
1026,33025.0,-0.05,0.06,0.56,333.0
1027,33056.0,-0.08,0.07,0.59,331.0
1028,33089.0,-0.06,0.04,0.57,333.0
1029,33121.0,-0.07,0.04,0.57,334.0
1030,33154.0,-0.06,0.05,0.58,334.0
1031,33185.0,-0.08,0.05,0.57,333.0
1032,33218.0,-0.06,0.05,0.57,332.0
1033,33250.0,-0.05,0.07,0.57,332.0
1034,33283.0,-0.05,0.06,0.58,332.0
1035,33314.0,-0.04,0.08,0.58,332.0
1036,33347.0,-0.04,0.08,0.6,332.0
1037,33380.0,-0.05,0.07,0.58,333.0
1038,33412.0,-0.05,0.06,0.57,332.0
1039,33444.0,-0.04,0.08,0.59,333.0
1040,33476.0,-0.04,0.07,0.59,332.0
1041,33509.0,-0.06,0.06,0.58,334.0
1042,33541.0,-0.06,0.05,0.56,331.0
1043,33573.0,-0.06,0.06,0.59,332.0
1044,33605.0,-0.05,0.05,0.58,331.0
1045,33638.0,-0.07,0.05,0.57,332.0
1046,33670.0,-0.06,0.05,0.58,333.0
1047,33702.0,-0.07,0.05,0.58,334.0
1048,33734.0,-0.05,0.05,0.58,335.0
1049,33767.0,-0.06,0.05,0.57,331.0
1050,33799.0,-0.05,0.08,0.59,333.0
1051,33831.0,-0.03,0.07,0.6,334.0
1052,33863.0,-0.03,0.08,0.6,335.0
1053,33896.0,-0.04,0.07,0.58,334.0
1054,33928.0,-0.05,0.08,0.58,333.0
1055,33960.0,-0.05,0.06,0.59,331.0
1056,33992.0,-0.05,0.08,0.59,334.0
1057,34025.0,-0.05,0.06,0.58,334.0
1058,34057.0,-0.06,0.06,0.6,335.0
1059,34089.0,-0.06,0.06,0.58,332.0
1060,34121.0,-0.06,0.06,0.59,331.0
1061,34154.0,-0.06,0.06,0.58,334.0
1062,34186.0,-0.07,0.06,0.58,334.0
1063,34219.0,-0.06,0.06,0.58,333.0
1064,34250.0,-0.06,0.06,0.58,334.0
1065,34283.0,-0.06,0.05,0.58,333.0
1066,34315.0,-0.05,0.06,0.59,332.0
1067,34348.0,-0.03,0.08,0.59,330.0
1068,34379.0,-0.04,0.08,0.58,331.0
1069,34412.0,-0.05,0.07,0.58,334.0
1070,34444.0,-0.05,0.06,0.57,333.0
1071,34477.0,-0.06,0.06,0.57,331.0
1072,34508.0,-0.05,0.06,0.58,330.0
1073,34541.0,-0.06,0.06,0.57,331.0
1074,34573.0,-0.06,0.04,0.58,332.0
1075,34606.0,-0.06,0.04,0.57,332.0
1076,34637.0,-0.06,0.07,0.58,331.0
1077,34670.0,-0.06,0.06,0.58,331.0
1078,34702.0,-0.06,0.06,0.57,333.0
1079,34735.0,-0.07,0.05,0.57,334.0
1080,34766.0,-0.06,0.06,0.58,334.0
1081,34799.0,-0.04,0.06,0.57,330.0
1082,34831.0,-0.06,0.08,0.58,331.0
1083,34864.0,-0.04,0.08,0.58,332.0
1084,34895.0,-0.05,0.08,0.59,334.0
1085,34928.0,-0.05,0.07,0.58,333.0
1086,34961.0,-0.05,0.08,0.58,333.0
1087,34993.0,-0.05,0.07,0.59,332.0
1088,35025.0,-0.05,0.07,0.58,331.0
1089,35057.0,-0.06,0.05,0.57,330.0
1090,35090.0,-0.06,0.05,0.57,331.0
1091,35122.0,-0.06,0.06,0.58,332.0
1092,35154.0,-0.07,0.07,0.59,333.0
1093,35186.0,-0.06,0.06,0.59,333.0
1094,35219.0,-0.07,0.05,0.58,333.0
1095,35251.0,-0.06,0.05,0.58,334.0
1096,35283.0,-0.06,0.06,0.59,335.0
1097,35315.0,-0.04,0.08,0.6,333.0
1098,35348.0,-0.04,0.08,0.59,332.0
1099,35380.0,-0.05,0.08,0.57,328.0
1100,35412.0,-0.04,0.08,0.6,330.0
1101,35444.0,-0.06,0.07,0.59,332.0
1102,35477.0,-0.06,0.07,0.59,332.0
1103,35509.0,-0.04,0.07,0.58,331.0
1104,35542.0,-0.06,0.06,0.59,330.0
1105,35573.0,-0.05,0.07,0.58,329.0
1106,35606.0,-0.06,0.06,0.59,331.0
1107,35638.0,-0.06,0.03,0.58,334.0
1108,35671.0,-0.08,0.07,0.57,334.0
1109,35702.0,-0.06,0.08,0.58,335.0
1110,35735.0,-0.02,0.03,0.56,336.0
1111,35767.0,-0.05,0.05,0.58,337.0
1112,35800.0,-0.06,0.05,0.58,335.0
1113,35831.0,-0.04,0.06,0.58,336.0
1114,35864.0,-0.05,0.08,0.59,337.0
1115,35896.0,-0.03,0.08,0.59,334.0
1116,35929.0,-0.05,0.07,0.59,334.0
1117,35960.0,-0.06,0.06,0.59,333.0
1118,35993.0,-0.06,0.06,0.57,333.0
1119,36025.0,-0.05,0.07,0.57,333.0
1120,36058.0,-0.06,0.05,0.58,332.0
1121,36089.0,-0.06,0.05,0.56,330.0
1122,36122.0,-0.05,0.05,0.59,332.0
1123,36154.0,-0.06,0.05,0.58,334.0
1124,36187.0,-0.07,0.05,0.57,334.0
1125,36218.0,-0.06,0.04,0.58,334.0
1126,36251.0,-0.06,0.06,0.59,333.0
1127,36283.0,-0.07,0.05,0.57,331.0
1128,36316.0,-0.04,0.07,0.57,333.0
1129,36347.0,-0.04,0.08,0.59,335.0
1130,36380.0,-0.03,0.08,0.58,333.0
1131,36412.0,-0.04,0.07,0.58,333.0
1132,36445.0,-0.04,0.06,0.57,332.0
1133,36477.0,-0.06,0.07,0.57,332.0
1134,36509.0,-0.05,0.07,0.59,334.0
1135,36542.0,-0.04,0.08,0.59,334.0
1136,36574.0,-0.05,0.07,0.58,334.0
1137,36606.0,-0.06,0.06,0.58,333.0
1138,36638.0,-0.06,0.05,0.58,334.0
1139,36671.0,-0.07,0.05,0.57,332.0
1140,36703.0,-0.06,0.04,0.56,332.0
1141,36736.0,-0.06,0.04,0.58,332.0
1142,36767.0,-0.06,0.05,0.57,334.0
1143,36800.0,-0.06,0.06,0.59,335.0
1144,36832.0,-0.03,0.08,0.58,332.0
1145,36865.0,-0.05,0.07,0.59,331.0
1146,36896.0,-0.03,0.07,0.57,332.0
1147,36929.0,-0.04,0.07,0.59,333.0
1148,36961.0,-0.04,0.06,0.58,334.0
1149,36994.0,-0.04,0.07,0.58,333.0
1150,37025.0,-0.05,0.07,0.58,331.0
1151,37058.0,-0.05,0.07,0.58,332.0
1152,37090.0,-0.05,0.06,0.57,334.0
1153,37123.0,-0.06,0.07,0.59,332.0
1154,37154.0,-0.06,0.06,0.59,331.0
1155,37187.0,-0.04,0.06,0.57,332.0
1156,37219.0,-0.06,0.04,0.57,335.0
1157,37252.0,-0.06,0.05,0.56,336.0
