id,time,x,y,z,pulse
1954,63026.0,-0.4,-0.34,0.46,321.0
1955,63058.0,-0.36,-0.35,0.45,326.0
1956,63090.0,-0.37,-0.36,0.43,324.0
1957,63123.0,-0.36,-0.36,0.41,325.0
1958,63155.0,-0.39,-0.31,0.42,323.0
1959,63187.0,-0.39,-0.27,0.4,319.0
1960,63219.0,-0.38,-0.3,0.46,319.0
1961,63252.0,-0.37,-0.31,0.46,328.0
1962,63284.0,-0.38,-0.27,0.45,347.0
1963,63316.0,-0.36,-0.29,0.48,357.0
1964,63348.0,-0.34,-0.31,0.48,364.0
1965,63381.0,-0.36,-0.3,0.46,362.0
1966,63414.0,-0.35,-0.31,0.46,358.0
1967,63446.0,-0.37,-0.32,0.47,351.0
1968,63478.0,-0.35,-0.29,0.48,335.0
1969,63510.0,-0.37,-0.32,0.51,325.0
1970,63543.0,-0.38,-0.3,0.47,321.0
1971,63575.0,-0.37,-0.3,0.48,328.0
1972,63607.0,-0.36,-0.3,0.48,327.0
1973,63639.0,-0.38,-0.28,0.47,327.0
1974,63672.0,-0.37,-0.27,0.47,324.0
1975,63704.0,-0.37,-0.27,0.47,323.0
1976,63736.0,-0.39,-0.26,0.48,320.0
1977,63768.0,-0.35,-0.27,0.49,317.0
1978,63801.0,-0.36,-0.27,0.48,322.0
1979,63834.0,-0.38,-0.28,0.48,327.0
1980,63865.0,-0.38,-0.29,0.48,340.0
1981,63898.0,-0.39,-0.28,0.48,350.0
1982,63930.0,-0.4,-0.32,0.52,357.0
1983,63963.0,-0.39,-0.27,0.48,359.0
1984,63994.0,-0.36,-0.3,0.46,355.0
1985,64027.0,-0.33,-0.31,0.46,346.0
1986,64059.0,-0.36,-0.32,0.43,334.0
1987,64092.0,-0.4,-0.34,0.42,334.0
1988,64123.0,-0.4,-0.35,0.48,328.0
1989,64156.0,-0.37,-0.33,0.45,328.0
1990,64188.0,-0.35,-0.3,0.41,326.0
1991,64221.0,-0.39,-0.29,0.44,324.0
1992,64253.0,-0.36,-0.3,0.47,322.0
1993,64285.0,-0.35,-0.29,0.47,319.0
1994,64318.0,-0.36,-0.28,0.46,317.0
1995,64350.0,-0.35,-0.31,0.46,322.0
1996,64382.0,-0.34,-0.31,0.48,321.0
1997,64414.0,-0.31,-0.3,0.49,322.0
1998,64447.0,-0.35,-0.32,0.48,326.0
1999,64479.0,-0.38,-0.3,0.48,338.0
2000,64512.0,-0.33,-0.31,0.47,351.0
2001,64543.0,-0.37,-0.32,0.48,349.0
2002,64576.0,-0.38,-0.31,0.48,349.0
2003,64609.0,-0.39,-0.31,0.44,350.0
2004,64641.0,-0.36,-0.3,0.48,345.0
2005,64673.0,-0.35,-0.31,0.49,334.0
2006,64705.0,-0.32,-0.3,0.46,327.0
2007,64738.0,-0.36,-0.27,0.47,323.0
2008,64770.0,-0.35,-0.24,0.47,320.0
2009,64802.0,-0.35,-0.26,0.48,319.0
2010,64834.0,-0.34,-0.26,0.49,317.0
2011,64867.0,-0.38,-0.26,0.48,320.0
2012,64899.0,-0.39,-0.28,0.49,322.0
2013,64931.0,-0.37,-0.26,0.5,318.0
2014,64963.0,-0.36,-0.28,0.49,313.0
2015,64996.0,-0.4,-0.27,0.48,314.0
2016,65028.0,-0.4,-0.3,0.5,316.0
2017,65060.0,-0.4,-0.32,0.51,321.0
2018,65093.0,-0.38,-0.27,0.47,330.0
2019,65125.0,-0.46,-0.18,0.35,340.0
2020,65158.0,-0.35,-0.32,0.43,349.0
2021,65189.0,-0.35,-0.33,0.45,348.0
2022,65222.0,-0.4,-0.32,0.44,347.0
2023,65254.0,-0.37,-0.32,0.46,339.0
2024,65287.0,-0.35,-0.25,0.37,328.0
2025,65318.0,-0.36,-0.27,0.4,321.0
2026,65351.0,-0.41,-0.28,0.46,318.0
2027,65383.0,-0.39,-0.28,0.48,322.0
2028,65416.0,-0.35,-0.27,0.48,324.0
2029,65448.0,-0.37,-0.28,0.44,323.0
2030,65480.0,-0.38,-0.28,0.44,318.0
2031,65513.0,-0.38,-0.29,0.45,318.0
2032,65545.0,-0.34,-0.31,0.47,320.0
2033,65577.0,-0.35,-0.3,0.48,314.0
2034,65609.0,-0.34,-0.32,0.48,313.0
2035,65642.0,-0.34,-0.31,0.47,314.0
2036,65674.0,-0.39,-0.31,0.46,328.0
2037,65707.0,-0.37,-0.3,0.47,336.0
2038,65738.0,-0.37,-0.32,0.49,343.0
2039,65771.0,-0.37,-0.3,0.48,341.0
2040,65803.0,-0.36,-0.27,0.49,341.0
2041,65836.0,-0.36,-0.24,0.48,338.0
2042,65868.0,-0.35,-0.26,0.49,330.0
2043,65900.0,-0.37,-0.26,0.48,330.0
2044,65933.0,-0.35,-0.25,0.48,326.0
2045,65965.0,-0.36,-0.27,0.49,326.0
2046,65997.0,-0.37,-0.29,0.46,320.0
2047,66029.0,-0.37,-0.26,0.48,322.0
2048,66062.0,-0.4,-0.32,0.49,320.0
2049,66094.0,-0.38,-0.3,0.49,318.0
2050,66126.0,-0.4,-0.32,0.51,316.0
2051,66158.0,-0.32,-0.29,0.5,315.0
2052,66191.0,-0.38,-0.3,0.43,320.0
2053,66223.0,-0.4,-0.31,0.46,319.0
2054,66255.0,-0.38,-0.32,0.42,324.0
2055,66288.0,-0.37,-0.24,0.37,330.0
2056,66320.0,-0.36,-0.32,0.43,335.0
2057,66353.0,-0.4,-0.3,0.45,337.0
2058,66384.0,-0.37,-0.28,0.44,337.0
2059,66417.0,-0.4,-0.3,0.47,337.0
2060,66449.0,-0.38,-0.29,0.49,337.0
2061,66482.0,-0.34,-0.26,0.45,331.0
2062,66513.0,-0.33,-0.26,0.42,325.0
2063,66546.0,-0.36,-0.31,0.48,322.0
2064,66578.0,-0.36,-0.32,0.48,321.0
2065,66611.0,-0.36,-0.29,0.45,323.0
2066,66642.0,-0.36,-0.32,0.51,318.0
2067,66675.0,-0.33,-0.32,0.5,317.0
2068,66708.0,-0.36,-0.3,0.47,321.0
2069,66740.0,-0.35,-0.3,0.48,320.0
2070,66772.0,-0.34,-0.31,0.51,321.0
2071,66804.0,-0.35,-0.27,0.48,321.0
2072,66837.0,-0.34,-0.28,0.5,319.0
2073,66869.0,-0.36,-0.26,0.48,323.0
2074,66902.0,-0.37,-0.24,0.46,330.0
2075,66933.0,-0.38,-0.25,0.48,336.0
2076,66966.0,-0.38,-0.28,0.48,340.0
2077,66998.0,-0.36,-0.29,0.49,339.0
2078,67031.0,-0.35,-0.28,0.49,335.0
2079,67062.0,-0.38,-0.32,0.48,329.0
2080,67095.0,-0.4,-0.32,0.51,327.0
2081,67128.0,-0.36,-0.32,0.5,325.0
2082,67160.0,-0.37,-0.31,0.46,321.0
2083,67192.0,-0.38,-0.3,0.4,322.0
2084,67224.0,-0.37,-0.34,0.43,322.0
2085,67257.0,-0.3,-0.41,0.48,327.0
2086,67289.0,-0.37,-0.32,0.46,325.0
2087,67321.0,-0.39,-0.28,0.4,322.0
2088,67353.0,-0.37,-0.24,0.4,321.0
2089,67386.0,-0.39,-0.26,0.43,320.0
2090,67418.0,-0.37,-0.27,0.46,318.0
2091,67450.0,-0.35,-0.24,0.46,321.0
2092,67482.0,-0.38,-0.27,0.47,331.0
2093,67515.0,-0.36,-0.29,0.48,337.0
2094,67548.0,-0.33,-0.28,0.45,340.0
2095,67579.0,-0.36,-0.29,0.46,339.0
2096,67612.0,-0.33,-0.32,0.51,338.0
2097,67644.0,-0.36,-0.3,0.49,339.0
2098,67677.0,-0.37,-0.3,0.48,331.0
2099,67708.0,-0.36,-0.31,0.49,326.0
2100,67741.0,-0.38,-0.29,0.46,324.0
2101,67773.0,-0.38,-0.27,0.44,328.0
2102,67806.0,-0.38,-0.29,0.48,327.0
2103,67837.0,-0.4,-0.28,0.47,328.0
2104,67870.0,-0.39,-0.25,0.47,325.0
2105,67903.0,-0.36,-0.24,0.46,325.0
2106,67935.0,-0.36,-0.24,0.45,323.0
2107,67968.0,-0.37,-0.25,0.48,320.0
2108,67999.0,-0.36,-0.27,0.48,326.0
2109,68032.0,-0.38,-0.27,0.48,327.0
2110,68064.0,-0.4,-0.29,0.5,330.0
2111,68097.0,-0.4,-0.28,0.5,335.0
2112,68128.0,-0.37,-0.26,0.47,340.0
2113,68161.0,-0.38,-0.32,0.46,342.0
2114,68193.0,-0.4,-0.56,0.44,341.0
2115,68226.0,-0.37,-0.32,0.48,339.0
2116,68257.0,-0.36,-0.32,0.45,334.0
2117,68290.0,-0.36,-0.32,0.42,335.0
2118,68323.0,-0.39,-0.29,0.35,332.0
2119,68355.0,-0.39,-0.3,0.42,329.0
2120,68387.0,-0.39,-0.31,0.48,330.0
2121,68419.0,-0.37,-0.27,0.47,329.0
2122,68452.0,-0.33,-0.27,0.46,326.0
2123,68484.0,-0.33,-0.31,0.48,326.0
2124,68516.0,-0.35,-0.29,0.46,326.0
2125,68548.0,-0.32,-0.33,0.46,330.0
2126,68581.0,-0.33,-0.35,0.5,327.0
2127,68613.0,-0.34,-0.35,0.57,325.0
2128,68645.0,-0.39,-0.24,0.54,324.0
2129,68677.0,-0.4,-0.26,0.53,331.0
2130,68710.0,-0.41,-0.27,0.49,342.0
2131,68743.0,-0.38,-0.27,0.45,342.0
2132,68774.0,-0.37,-0.24,0.4,345.0
2133,68807.0,-0.39,-0.27,0.33,345.0
2134,68839.0,-0.38,-0.31,0.43,347.0
2135,68872.0,-0.39,-0.28,0.43,341.0
2136,68903.0,-0.4,-0.26,0.47,338.0
2137,68936.0,-0.36,-0.32,0.48,332.0
2138,68968.0,-0.35,-0.29,0.44,330.0
2139,69001.0,-0.32,-0.31,0.45,329.0
2140,69032.0,-0.32,-0.31,0.47,328.0
2141,69065.0,-0.33,-0.32,0.48,331.0
2142,69097.0,-0.35,-0.32,0.48,330.0
2143,69130.0,-0.35,-0.29,0.49,329.0
2144,69163.0,-0.35,-0.31,0.48,325.0
2145,69194.0,-0.38,-0.27,0.46,323.0
2146,69227.0,-0.39,-0.28,0.47,326.0
2147,69259.0,-0.37,-0.25,0.49,328.0
2148,69292.0,-0.35,-0.26,0.48,337.0
2149,69323.0,-0.38,-0.26,0.46,343.0
2150,69356.0,-0.36,-0.29,0.48,354.0
2151,69388.0,-0.4,-0.28,0.48,357.0
2152,69421.0,-0.36,-0.25,0.45,355.0
2153,69452.0,-0.37,-0.28,0.46,349.0
2154,69485.0,-0.37,-0.29,0.49,343.0
2155,69518.0,-0.4,-0.26,0.48,337.0
2156,69550.0,-0.4,-0.27,0.52,332.0
2157,69582.0,-0.36,-0.26,0.5,336.0
2158,69614.0,-0.39,-0.32,0.48,335.0
2159,69647.0,-0.34,-0.36,0.46,333.0
2160,69679.0,-0.37,-0.35,0.44,328.0
2161,69711.0,-0.37,-0.32,0.4,329.0
2162,69743.0,-0.4,-0.32,0.42,330.0
2163,69776.0,-0.35,-0.31,0.4,326.0
2164,69808.0,-0.37,-0.29,0.36,325.0
2165,69840.0,-0.4,-0.32,0.44,329.0
2166,69872.0,-0.41,-0.33,0.45,346.0
2167,69905.0,-0.39,-0.29,0.46,359.0
2168,69938.0,-0.32,-0.32,0.47,367.0
2169,69969.0,-0.38,-0.3,0.45,368.0
2170,70002.0,-0.35,-0.32,0.47,366.0
2171,70034.0,-0.32,-0.32,0.48,360.0
2172,70067.0,-0.35,-0.32,0.48,345.0
2173,70098.0,-0.35,-0.31,0.5,336.0
2174,70131.0,-0.36,-0.31,0.46,337.0
2175,70163.0,-0.37,-0.31,0.47,335.0
2176,70196.0,-0.38,-0.3,0.49,332.0
2177,70227.0,-0.36,-0.3,0.47,332.0
2178,70260.0,-0.4,-0.31,0.49,330.0
2179,70292.0,-0.35,-0.3,0.47,331.0
2180,70325.0,-0.34,-0.31,0.48,326.0
2181,70358.0,-0.34,-0.28,0.48,322.0
2182,70389.0,-0.36,-0.29,0.46,324.0
2183,70422.0,-0.38,-0.27,0.47,333.0
2184,70454.0,-0.35,-0.31,0.5,344.0
2185,70487.0,-0.39,-0.25,0.46,357.0
2186,70518.0,-0.36,-0.27,0.5,364.0
2187,70551.0,-0.38,-0.31,0.52,367.0
2188,70583.0,-0.38,-0.28,0.48,363.0
2189,70616.0,-0.24,-0.22,0.52,354.0
2190,70647.0,-0.38,-0.32,0.47,350.0
2191,70680.0,-0.34,-0.3,0.46,341.0
2192,70712.0,-0.32,-0.3,0.42,336.0
2193,70745.0,-0.36,-0.33,0.41,329.0
2194,70777.0,-0.36,-0.26,0.37,328.0
2195,70809.0,-0.34,-0.32,0.4,331.0
2196,70842.0,-0.38,-0.3,0.44,325.0
2197,70874.0,-0.4,-0.28,0.48,325.0
2198,70906.0,-0.36,-0.3,0.5,324.0
2199,70938.0,-0.37,-0.3,0.43,327.0
2200,70971.0,-0.4,-0.32,0.45,327.0
2201,71003.0,-0.34,-0.37,0.52,333.0
2202,71035.0,-0.34,-0.32,0.49,344.0
2203,71067.0,-0.35,-0.32,0.49,357.0
2204,71100.0,-0.32,-0.32,0.5,363.0
2205,71132.0,-0.32,-0.3,0.48,364.0
2206,71164.0,-0.36,-0.31,0.46,366.0
2207,71197.0,-0.37,-0.31,0.47,356.0
2208,71229.0,-0.35,-0.31,0.47,346.0
2209,71262.0,-0.36,-0.29,0.49,334.0
2210,71293.0,-0.37,-0.3,0.49,330.0
2211,71326.0,-0.36,-0.28,0.48,328.0
2212,71358.0,-0.37,-0.26,0.48,324.0
2213,71391.0,-0.39,-0.26,0.48,322.0
2214,71422.0,-0.37,-0.26,0.5,321.0
2215,71455.0,-0.37,-0.3,0.48,325.0
2216,71487.0,-0.37,-0.27,0.45,323.0
2217,71520.0,-0.38,-0.32,0.48,325.0
2218,71552.0,-0.39,-0.3,0.48,322.0
2219,71584.0,-0.4,-0.28,0.48,328.0
2220,71617.0,-0.39,-0.28,0.5,342.0
2221,71649.0,-0.36,-0.27,0.49,354.0
2222,71682.0,-0.3,-0.29,0.51,363.0
2223,71713.0,-0.39,-0.33,0.49,366.0
2224,71746.0,-0.3,-0.31,0.43,363.0
2225,71778.0,-0.43,-0.29,0.42,351.0
2226,71811.0,-0.35,-0.26,0.38,339.0
2227,71842.0,-0.4,-0.28,0.42,330.0
2228,71875.0,-0.4,-0.3,0.47,325.0
2229,71907.0,-0.38,-0.28,0.48,324.0
2230,71940.0,-0.37,-0.25,0.46,323.0
2231,71971.0,-0.4,-0.32,0.45,326.0
2232,72004.0,-0.36,-0.31,0.48,324.0
2233,72037.0,-0.35,-0.3,0.47,325.0
2234,72069.0,-0.35,-0.31,0.48,324.0
2235,72101.0,-0.37,-0.29,0.52,321.0
2236,72133.0,-0.36,-0.29,0.51,324.0
2237,72166.0,-0.32,-0.28,0.47,333.0
2238,72198.0,-0.33,-0.26,0.46,347.0
2239,72230.0,-0.38,-0.28,0.48,359.0
2240,72262.0,-0.41,-0.26,0.47,363.0
2241,72295.0,-0.37,-0.26,0.48,359.0
2242,72327.0,-0.37,-0.24,0.45,350.0
2243,72359.0,-0.38,-0.24,0.47,341.0
2244,72392.0,-0.36,-0.24,0.45,331.0
2245,72424.0,-0.36,-0.27,0.5,323.0
2246,72457.0,-0.38,-0.28,0.5,321.0
2247,72488.0,-0.36,-0.28,0.47,321.0
2248,72521.0,-0.36,-0.27,0.46,326.0
2249,72553.0,-0.4,-0.27,0.48,325.0
2250,72586.0,-0.39,-0.3,0.51,325.0
2251,72617.0,-0.4,-0.27,0.47,320.0
2252,72650.0,-0.37,-0.28,0.47,321.0
2253,72682.0,-0.36,-0.28,0.47,320.0
2254,72715.0,-0.35,-0.3,0.46,325.0
2255,72747.0,-0.34,-0.31,0.48,342.0
2256,72779.0,-0.35,-0.35,0.54,350.0
2257,72812.0,-0.34,-0.29,0.48,354.0
2258,72844.0,-0.37,-0.28,0.38,351.0
2259,72877.0,-0.42,-0.32,0.38,349.0
2260,72908.0,-0.4,-0.32,0.42,342.0
2261,72941.0,-0.34,-0.29,0.47,333.0
2262,72973.0,-0.32,-0.32,0.48,324.0
2263,73006.0,-0.4,-0.29,0.45,321.0
2264,73037.0,-0.36,-0.28,0.44,325.0
2265,73070.0,-0.32,-0.3,0.48,324.0
2266,73102.0,-0.35,-0.32,0.5,325.0
2267,73135.0,-0.34,-0.29,0.51,322.0
2268,73166.0,-0.36,-0.28,0.49,322.0
2269,73199.0,-0.34,-0.27,0.48,319.0
2270,73232.0,-0.34,-0.25,0.48,315.0
2271,73264.0,-0.37,-0.26,0.5,320.0
2272,73296.0,-0.38,-0.29,0.48,328.0
2273,73328.0,-0.38,-0.26,0.5,337.0
2274,73361.0,-0.36,-0.24,0.48,341.0
2275,73393.0,-0.36,-0.24,0.48,346.0
2276,73425.0,-0.38,-0.24,0.47,344.0
2277,73457.0,-0.38,-0.23,0.5,341.0
2278,73490.0,-0.36,-0.24,0.48,333.0
2279,73522.0,-0.38,-0.24,0.49,325.0
2280,73554.0,-0.4,-0.26,0.48,326.0
2281,73586.0,-0.4,-0.26,0.48,323.0
2282,73619.0,-0.4,-0.27,0.5,322.0
2283,73652.0,-0.38,-0.24,0.53,321.0
2284,73683.0,-0.35,-0.24,0.47,319.0
2285,73716.0,-0.43,-0.17,0.42,318.0
2286,73748.0,-0.37,-0.3,0.48,318.0
2287,73781.0,-0.37,-0.32,0.51,317.0
2288,73812.0,-0.32,-0.21,0.36,321.0
2289,73845.0,-0.41,-0.31,0.42,322.0
2290,73877.0,-0.47,-0.28,0.39,328.0
2291,73910.0,-0.42,-0.31,0.44,332.0
2292,73942.0,-0.27,-0.28,0.46,339.0
2293,73974.0,-0.3,-0.25,0.43,345.0
2294,74006.0,-0.35,-0.36,0.45,338.0
2295,74039.0,-0.41,-0.35,0.49,334.0
2296,74072.0,-0.4,-0.32,0.5,330.0
2297,74103.0,-0.36,-0.34,0.52,328.0
2298,74136.0,-0.32,-0.31,0.44,325.0
2299,74168.0,-0.4,-0.24,0.47,325.0
2300,74201.0,-0.47,-0.32,0.56,321.0
2301,74232.0,-0.42,-0.24,0.6,322.0
2302,74265.0,-0.3,-0.21,0.48,321.0
2303,74297.0,-0.38,-0.29,0.41,321.0
2304,74330.0,-0.32,-0.28,0.39,324.0
2305,74361.0,-0.34,-0.25,0.33,322.0
2306,74394.0,-0.43,-0.29,0.4,322.0
2307,74427.0,-0.4,-0.25,0.45,322.0
2308,74459.0,-0.37,-0.29,0.51,332.0
2309,74491.0,-0.35,-0.33,0.45,339.0
2310,74523.0,-0.37,-0.32,0.46,338.0
2311,74556.0,-0.37,-0.33,0.48,338.0
2312,74588.0,-0.35,-0.32,0.47,335.0
2313,74620.0,-0.36,-0.32,0.5,334.0
2314,74652.0,-0.37,-0.32,0.52,327.0
2315,74685.0,-0.35,-0.31,0.44,325.0
2316,74717.0,-0.38,-0.28,0.47,322.0
2317,74749.0,-0.38,-0.3,0.55,321.0
2318,74781.0,-0.37,-0.22,0.54,320.0
2319,74814.0,-0.4,-0.27,0.51,319.0
2320,74847.0,-0.39,-0.25,0.52,323.0
2321,74878.0,-0.37,-0.24,0.49,320.0
2322,74911.0,-0.38,-0.29,0.48,322.0
2323,74943.0,-0.37,-0.31,0.48,319.0
2324,74976.0,-0.32,-0.25,0.41,322.0
2325,75008.0,-0.37,-0.29,0.39,326.0
2326,75040.0,-0.38,-0.31,0.45,331.0
2327,75072.0,-0.38,-0.29,0.45,334.0
2328,75105.0,-0.38,-0.26,0.45,334.0
2329,75137.0,-0.4,-0.32,0.47,339.0
2330,75169.0,-0.34,-0.27,0.47,335.0
2331,75202.0,-0.34,-0.27,0.44,329.0
2332,75234.0,-0.35,-0.3,0.48,330.0
2333,75267.0,-0.34,-0.29,0.48,326.0
2334,75298.0,-0.34,-0.26,0.5,323.0
2335,75331.0,-0.35,-0.28,0.49,321.0
2336,75363.0,-0.38,-0.25,0.49,320.0
2337,75396.0,-0.34,-0.25,0.49,326.0
2338,75427.0,-0.36,-0.26,0.48,325.0
2339,75460.0,-0.34,-0.27,0.49,322.0
2340,75492.0,-0.35,-0.28,0.5,318.0
2341,75525.0,-0.35,-0.24,0.48,320.0
2342,75556.0,-0.35,-0.25,0.47,327.0
2343,75589.0,-0.38,-0.24,0.48,327.0
2344,75622.0,-0.4,-0.24,0.46,330.0
2345,75654.0,-0.4,-0.26,0.52,332.0
2346,75686.0,-0.4,-0.28,0.48,338.0
2347,75718.0,-0.4,-0.33,0.56,337.0
2348,75751.0,-0.42,-0.29,0.46,333.0
2349,75783.0,-0.37,-0.21,0.42,328.0
2350,75815.0,-0.36,-0.28,0.42,324.0
2351,75847.0,-0.31,-0.27,0.41,323.0
2352,75880.0,-0.35,-0.24,0.39,321.0
2353,75912.0,-0.37,-0.29,0.41,327.0
2354,75944.0,-0.4,-0.31,0.45,326.0
2355,75976.0,-0.4,-0.31,0.41,326.0
2356,76009.0,-0.37,-0.28,0.46,324.0
2357,76042.0,-0.34,-0.27,0.45,320.0
2358,76073.0,-0.4,-0.3,0.48,322.0
2359,76106.0,-0.38,-0.28,0.44,319.0
2360,76138.0,-0.36,-0.28,0.47,322.0
2361,76171.0,-0.36,-0.28,0.46,327.0
2362,76203.0,-0.37,-0.32,0.49,337.0
2363,76235.0,-0.38,-0.3,0.5,337.0
2364,76267.0,-0.33,-0.3,0.49,339.0
2365,76300.0,-0.33,-0.3,0.53,336.0
2366,76332.0,-0.37,-0.3,0.52,332.0
2367,76364.0,-0.39,-0.27,0.47,329.0
2368,76396.0,-0.39,-0.28,0.48,325.0
2369,76429.0,-0.38,-0.25,0.49,328.0
2370,76462.0,-0.37,-0.25,0.48,327.0
2371,76493.0,-0.4,-0.3,0.48,326.0
2372,76526.0,-0.38,-0.23,0.48,323.0
2373,76558.0,-0.36,-0.28,0.48,326.0
2374,76591.0,-0.41,-0.3,0.52,322.0
2375,76622.0,-0.41,-0.31,0.53,321.0
2376,76655.0,-0.42,-0.29,0.58,321.0
2377,76687.0,-0.38,-0.23,0.4,323.0
2378,76720.0,-0.41,-0.23,0.33,333.0
2379,76751.0,-0.33,-0.31,0.41,336.0
2380,76784.0,-0.32,-0.28,0.42,340.0
2381,76817.0,-0.38,-0.24,0.38,342.0
2382,76849.0,-0.4,-0.27,0.44,341.0
2383,76881.0,-0.4,-0.29,0.49,336.0
2384,76913.0,-0.38,-0.33,0.49,332.0
2385,76946.0,-0.38,-0.29,0.47,327.0
2386,76978.0,-0.4,-0.3,0.45,330.0
2387,77010.0,-0.35,-0.28,0.48,329.0
2388,77042.0,-0.38,-0.32,0.49,327.0
2389,77075.0,-0.37,-0.32,0.55,324.0
2390,77107.0,-0.33,-0.3,0.48,325.0
2391,77139.0,-0.35,-0.32,0.48,327.0
2392,77171.0,-0.37,-0.29,0.48,322.0
2393,77204.0,-0.38,-0.28,0.53,320.0
2394,77237.0,-0.4,-0.25,0.51,322.0
2395,77268.0,-0.41,-0.25,0.48,329.0
2396,77301.0,-0.33,-0.24,0.44,335.0
2397,77333.0,-0.35,-0.28,0.49,342.0
2398,77366.0,-0.35,-0.31,0.48,345.0
2399,77398.0,-0.41,-0.27,0.49,344.0
2400,77430.0,-0.35,-0.24,0.39,343.0
2401,77462.0,-0.38,-0.25,0.41,337.0
2402,77495.0,-0.4,-0.26,0.46,338.0
2403,77527.0,-0.37,-0.26,0.48,334.0
2404,77559.0,-0.37,-0.25,0.46,332.0
2405,77592.0,-0.39,-0.27,0.42,328.0
2406,77624.0,-0.39,-0.27,0.45,328.0
2407,77657.0,-0.4,-0.29,0.48,329.0
2408,77688.0,-0.35,-0.31,0.48,325.0
2409,77721.0,-0.37,-0.32,0.49,323.0
2410,77753.0,-0.35,-0.3,0.5,322.0
2411,77786.0,-0.35,-0.32,0.52,328.0
2412,77817.0,-0.34,-0.3,0.52,327.0
2413,77850.0,-0.4,-0.26,0.57,331.0
2414,77882.0,-0.4,-0.21,0.48,337.0
2415,77915.0,-0.35,-0.24,0.48,344.0
2416,77946.0,-0.33,-0.24,0.46,346.0
2417,77979.0,-0.34,-0.22,0.42,347.0
2418,78011.0,-0.38,-0.24,0.4,348.0
2419,78044.0,-0.39,-0.31,0.49,345.0
2420,78076.0,-0.36,-0.26,0.45,341.0
2421,78108.0,-0.37,-0.29,0.47,335.0
2422,78141.0,-0.34,-0.31,0.47,333.0
2423,78173.0,-0.35,-0.24,0.43,331.0
2424,78205.0,-0.32,-0.29,0.48,332.0
2425,78237.0,-0.38,-0.31,0.52,325.0
2426,78270.0,-0.36,-0.3,0.5,324.0
2427,78302.0,-0.35,-0.28,0.48,329.0
2428,78334.0,-0.36,-0.26,0.46,330.0
2429,78366.0,-0.38,-0.24,0.48,327.0
2430,78399.0,-0.37,-0.26,0.48,327.0
2431,78432.0,-0.37,-0.26,0.5,332.0
2432,78464.0,-0.35,-0.22,0.5,340.0
2433,78496.0,-0.4,-0.22,0.5,348.0
2434,78528.0,-0.36,-0.22,0.49,350.0
2435,78561.0,-0.35,-0.25,0.48,359.0
2436,78593.0,-0.36,-0.24,0.46,356.0
2437,78625.0,-0.4,-0.31,0.5,352.0
2438,78657.0,-0.4,-0.33,0.56,342.0
2439,78690.0,-0.35,-0.25,0.39,338.0
2440,78722.0,-0.33,-0.29,0.39,336.0
2441,78754.0,-0.35,-0.32,0.46,330.0
2442,78786.0,-0.34,-0.3,0.45,330.0
2443,78819.0,-0.38,-0.27,0.4,328.0
2444,78852.0,-0.36,-0.32,0.41,332.0
2445,78883.0,-0.37,-0.36,0.51,330.0
2446,78916.0,-0.32,-0.33,0.47,332.0
2447,78948.0,-0.33,-0.32,0.48,328.0
2448,78981.0,-0.32,-0.36,0.52,330.0
2449,79012.0,-0.35,-0.32,0.49,336.0
2450,79045.0,-0.35,-0.26,0.53,345.0
2451,79077.0,-0.41,-0.24,0.56,360.0
2452,79110.0,-0.39,-0.24,0.54,366.0
2453,79141.0,-0.35,-0.28,0.5,365.0
2454,79174.0,-0.38,-0.24,0.49,358.0
2455,79207.0,-0.35,-0.26,0.47,351.0
2456,79239.0,-0.32,-0.22,0.38,341.0
2457,79271.0,-0.36,-0.27,0.41,332.0
2458,79303.0,-0.4,-0.26,0.43,330.0
2459,79336.0,-0.36,-0.27,0.46,328.0
2460,79368.0,-0.38,-0.31,0.5,332.0
2461,79400.0,-0.37,-0.3,0.45,332.0
2462,79432.0,-0.36,-0.29,0.45,332.0
2463,79465.0,-0.36,-0.32,0.49,328.0
2464,79497.0,-0.37,-0.29,0.47,326.0
2465,79529.0,-0.37,-0.32,0.55,324.0
2466,79561.0,-0.34,-0.32,0.5,328.0
2467,79594.0,-0.33,-0.29,0.44,339.0
2468,79627.0,-0.37,-0.26,0.46,355.0
2469,79659.0,-0.36,-0.29,0.45,363.0
2470,79691.0,-0.35,-0.29,0.48,364.0
2471,79723.0,-0.35,-0.29,0.53,362.0
2472,79756.0,-0.4,-0.23,0.46,354.0
2473,79788.0,-0.39,-0.24,0.47,348.0
2474,79820.0,-0.34,-0.21,0.52,334.0
2475,79852.0,-0.38,-0.24,0.46,329.0
2476,79885.0,-0.37,-0.3,0.48,327.0
2477,79917.0,-0.4,-0.25,0.43,330.0
2478,79949.0,-0.39,-0.25,0.44,328.0
2479,79982.0,-0.34,-0.31,0.49,328.0
2480,80014.0,-0.38,-0.3,0.45,326.0
2481,80047.0,-0.39,-0.32,0.46,324.0
2482,80078.0,-0.34,-0.32,0.52,323.0
2483,80111.0,-0.33,-0.3,0.48,322.0
2484,80143.0,-0.35,-0.28,0.46,333.0
2485,80176.0,-0.32,-0.3,0.48,343.0
2486,80207.0,-0.34,-0.25,0.45,355.0
2487,80240.0,-0.35,-0.24,0.48,359.0
2488,80272.0,-0.37,-0.34,0.54,363.0
2489,80305.0,-0.37,-0.3,0.51,361.0
2490,80336.0,-0.33,-0.28,0.45,350.0
